MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.44996245153342,40.67760178868859,1.9456364613329882,0.7055919235554856,132.62843641575228,1.012612591206421,37.920602918693675,-120.7205255378395,1.8805848054838785
1.8950301981430586,30.614779626225868,5.703230325439113,1.5295492251292444,1212.9430118229966,8.815367266810327,39.274026775749654,-118.72617240432244,0.34139654278272313
5.296857272032269,30.853010387932162,7.923407947510737,0.9743438523065406,387.45488065678,28.14028951570634,34.912186529276795,-120.51301470655696,3.5700440268008005
5.658072961143306,36.462381388771206,8.486653152410167,1.0826701268371675,2007.100742357548,13.58850794511632,36.47528689778976,-118.51842364837005,2.5898578784973267
0.5,37.96998677130667,3.7659286745481575,1.1560674513310916,1302.241735943954,0.692,34.003523467086005,-119.55530239280475,1.4888570702085575
1.3968589369615958,2.372643530426487,5.185247333370654,0.353564549226525,2727.4992409322826,0.692,34.23794385422784,-120.4556754749435,1.7479493914324742
4.1138967660178425,24.222521779790533,5.430021257771811,0.3581599652125055,289.08940667118145,3.3608691421240833,32.54,-117.39109497569223,3.5783501019709583
3.2701390745471937,22.913690851387543,7.845004432646218,1.2778735630444857,1468.23819938845,3.6432698873641423,36.83182544062563,-119.85129418636151,1.5483000115846905
3.839077800741851,26.607537649460046,6.895671637200639,0.9024692506246359,1565.5406991318075,13.338999174074115,34.6559771878663,-115.96280382360005,1.489107922122575
2.250216537610198,38.34429574415542,6.098525353408453,0.9926468334856304,1251.7653458129703,16.791275317193932,39.19086957273452,-120.66395261064388,0.5441484993163302
5.541856152239374,6.102890314012448,7.692280641415326,1.3886465708100555,2644.071795881698,9.599705298459192,34.05596662377725,-118.26887194108131,3.5572110234842915
5.348804677315002,11.654297365757085,2.0592442493766314,0.65397734073393,1334.2230060587183,12.940416097419952,35.60201244427655,-121.47923621557375,3.6226717655005256
3.9964583253663104,20.05682999001646,6.470243674469642,0.8283560339834011,231.0743325103747,0.9928390495112764,37.20394346325764,-118.29365467957992,2.439787241871093
6.012758293239262,30.583205142214002,5.977229327767384,0.9298608761707173,1866.1553572200835,12.025315119532673,40.97063694000456,-116.23546666402935,2.1895416392076306
4.7592677502788865,39.116461471955304,5.305283458619785,1.2565431837751448,3437.9284107635813,6.365777904746356,33.78602701401746,-118.08451228172662,1.6653932641782871
2.2383443205218474,49.17836185227497,4.811305517116786,0.9266177757994913,639.1158552848317,23.870182834457317,34.61407746887129,-116.10577666677575,0.34518319870684083
4.571626489756747,25.034800623456047,5.76088614472674,0.7970323458431753,1331.405891267069,5.438783093617768,35.973986862597535,-121.59512452805807,2.6362144942877292
2.049123058424902,39.095754652178556,4.01835465391708,1.8997483984046262,1641.4546155695373,1.1313670803004787,34.95091757788074,-118.25965261459544,0.15
5.540055572483817,37.5809456013658,12.176319793917227,1.1159316277498188,2474.81907285318,11.055598742646367,37.11115646269121,-119.89254036891877,2.383379203005829
3.7761407691261195,35.45961461197294,8.791102245270338,1.4073504802736334,2260.1157054223004,18.918724436871766,35.981900313310966,-121.82752213993953,2.380044286134534
3.519761509264005,28.334302967437058,8.13285925649435,0.333,1551.3721587214445,11.539619872539937,38.311051462491676,-119.69171965194721,1.1230525576006716
2.577233865632511,23.609892895034058,4.118578294434175,0.4864255359269857,937.90937707357,7.588048709888007,35.08999270936133,-117.02518679882299,1.3588921955046267
